Market,Commodity,Classification,Grade,Sex,Wholesale,Retail,Supply Volume,County,Date
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,,Nairobi,2024-10-01
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-10-01
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,8500,Kirinyaga,2024-10-01
Kerugoya,Dry Maize,White Maize,-,-,28.00/Kg,50.00/Kg,4500,Kirinyaga,2024-09-30
Kutus,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,0,Kirinyaga,2024-09-30
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,,Nairobi,2024-09-30
Gikomba,Dry Maize,Yellow Maize,-,-, - ,95.00/Kg,,Nairobi,2024-09-30
Gikomba,Dry Maize,White Maize,-,-,39.44/Kg,50.00/Kg,,Nairobi,2024-09-30
Kerugoya,Dry Maize,White Maize,-,-,28.00/Kg,50.00/Kg,4500,Kirinyaga,2024-09-27
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-09-27
Nyamakima,Dry Maize,White Maize,-,-,38.89/Kg,70.00/Kg,,Nairobi,2024-09-27
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-09-27
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-09-27
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,6500,Kirinyaga,2024-09-27
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,9500,Kirinyaga,2024-09-27
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-09-26
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-09-26
Gikomba,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,,Nairobi,2024-09-26
Nyamakima,Dry Maize,White Maize,-,-,38.89/Kg,70.00/Kg,,Nairobi,2024-09-25
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-09-25
Gikomba,Dry Maize,Yellow Maize,-,-, - ,200.00/Kg,,Nairobi,2024-09-25
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-09-25
Makutano Kirinyaga,Dry Maize,White Maize,-,-,30.00/Kg,40.00/Kg,8500,Kirinyaga,2024-09-25
Eldoret Main,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,6300,Uasin-Gishu,2024-09-25
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,50.00/Kg,4500,Kirinyaga,2024-09-24
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-09-24
Gikomba,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,,Nairobi,2024-09-24
Nyamakima,Dry Maize,White Maize,-,-,38.89/Kg,70.00/Kg,,Nairobi,2024-09-24
Ngurubani Market,Dry Maize,White Maize,-,-,30.00/Kg,40.00/Kg,8500,Kirinyaga,2024-09-24
Nyamakima,Dry Maize,White Maize,-,-,38.89/Kg,70.00/Kg,,Nairobi,2024-09-23
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-09-23
Kagio,Dry Maize,White Maize,-,-,46.67/Kg,60.00/Kg,,Kirinyaga,2024-09-23
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-09-23
Gikomba,Dry Maize,White Maize,-,-,40.00/Kg,60.00/Kg,,Nairobi,2024-09-23
Kerugoya,Dry Maize,White Maize,-,-,30.00/Kg,50.00/Kg,4500,Kirinyaga,2024-09-20
Nyamakima,Dry Maize,White Maize,-,-,38.89/Kg,60.00/Kg,,Nairobi,2024-09-20
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,8000,Kirinyaga,2024-09-20
Makutano Kirinyaga,Dry Maize,White Maize,-,-,30.00/Kg,40.00/Kg,8500,Kirinyaga,2024-09-20
Kagio,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,,Kirinyaga,2024-09-19
Gikomba,Dry Maize,Yellow Maize,-,-, - ,90.00/Kg,,Nairobi,2024-09-19
Gikomba,Dry Maize,White Maize,-,-,40.00/Kg,60.00/Kg,,Nairobi,2024-09-19
Kutus,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,2340,Kirinyaga,2024-09-19
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-09-18
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-09-18
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,,Nairobi,2024-09-18
Eldoret Main,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,3000,Uasin-Gishu,2024-09-18
Makutano Kirinyaga,Dry Maize,White Maize,-,-,27.78/Kg,40.00/Kg,9500,Kirinyaga,2024-09-18
Kerugoya,Dry Maize,White Maize,-,-,30.00/Kg,50.00/Kg,4500,Kirinyaga,2024-09-17
Gikomba,Dry Maize,Yellow Maize,-,-, - ,110.00/Kg,,Nairobi,2024-09-17
Gikomba,Dry Maize,White Maize,-,-,38.89/Kg,55.00/Kg,,Nairobi,2024-09-17
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,,Nairobi,2024-09-17
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,,Nairobi,2024-09-16
Gikomba,Dry Maize,Yellow Maize,-,-, - ,105.00/Kg,,Nairobi,2024-09-16
Gikomba,Dry Maize,White Maize,-,-,38.89/Kg,55.00/Kg,,Nairobi,2024-09-16
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,,Nairobi,2024-09-16
Kutus,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,0,Kirinyaga,2024-09-16
Kerugoya,Dry Maize,White Maize,-,-,30.00/Kg,50.00/Kg,5000,Kirinyaga,2024-09-13
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-09-13
Gikomba,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,,Nairobi,2024-09-13
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,,Nairobi,2024-09-13
Makutano Kirinyaga,Dry Maize,White Maize,-,-,30.00/Kg,40.00/Kg,8800,Kirinyaga,2024-09-13
Kagio,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,,Kirinyaga,2024-09-12
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,,Nairobi,2024-09-12
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-09-12
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-09-12
Makutano Kirinyaga,Dry Maize,White Maize,-,-,25.00/Kg,30.00/Kg,8500,Kirinyaga,2024-09-11
Makutano Kirinyaga,Dry Maize,White Maize,-,-,25.00/Kg,15.00/Kg,8500,Kirinyaga,2024-09-11
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-09-11
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-09-11
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-09-11
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,,Nairobi,2024-09-11
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,50.00/Kg,4500,Kirinyaga,2024-09-10
Kagio,Dry Maize,Mixed-Traditional ,-,-,50.00/Kg,65.00/Kg,,Kirinyaga,2024-09-10
Ngurubani Market,Dry Maize,White Maize,-,-,24.44/Kg,30.00/Kg,9800,Kirinyaga,2024-09-10
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-09-10
Gikomba,Dry Maize,Yellow Maize,-,-, - ,110.00/Kg,,Nairobi,2024-09-10
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-09-10
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,,Nairobi,2024-09-10
Eldoret Main,Dry Maize,White Maize,-,-,40.00/Kg,42.50/Kg,2000,Uasin-Gishu,2024-09-09
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-09-09
Gikomba,Dry Maize,Yellow Maize,-,-, - ,115.00/Kg,,Nairobi,2024-09-09
Gikomba,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,,Nairobi,2024-09-09
Kutus,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,950,Kirinyaga,2024-09-09
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-09-08
Makutano Kirinyaga,Dry Maize,White Maize,-,-,24.44/Kg,30.00/Kg,9800,Kirinyaga,2024-09-07
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-09-07
Ngurubani Market,Dry Maize,White Maize,-,-,24.44/Kg,30.00/Kg,6500,Kirinyaga,2024-09-07
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,50.00/Kg,4500,Kirinyaga,2024-09-06
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-09-06
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,,Nairobi,2024-09-06
Gikomba,Dry Maize,Yellow Maize,-,-, - ,110.00/Kg,,Nairobi,2024-09-06
Gikomba,Dry Maize,White Maize,-,-, - ,50.00/Kg,,Nairobi,2024-09-06
Kagio,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,,Kirinyaga,2024-09-05
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,,Nairobi,2024-09-05
Gikomba,Dry Maize,Yellow Maize,-,-, - ,110.00/Kg,,Nairobi,2024-09-05
Gikomba,Dry Maize,White Maize,-,-, - ,50.00/Kg,,Nairobi,2024-09-05
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-09-05
Eldoret Main,Dry Maize,White Maize,-,-,42.50/Kg,50.00/Kg,2000,Uasin-Gishu,2024-09-05
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,,Nairobi,2024-09-04
Gikomba,Dry Maize,Yellow Maize,-,-, - ,110.00/Kg,,Nairobi,2024-09-04
Gikomba,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-09-04
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-09-04
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,50.00/Kg,4600,Kirinyaga,2024-09-03
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-09-03
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,,Nairobi,2024-09-03
Gikomba,Dry Maize,Yellow Maize,-,-, - ,110.00/Kg,,Nairobi,2024-09-03
Gikomba,Dry Maize,White Maize,-,-, - ,50.00/Kg,,Nairobi,2024-09-03
Ngurubani Market,Dry Maize,White Maize,-,-,24.44/Kg,30.00/Kg,8500,Kirinyaga,2024-09-03
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-09-02
Gikomba,Dry Maize,White Maize,-,-,40.00/Kg,55.00/Kg,,Nairobi,2024-09-02
Kutus,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,0,Kirinyaga,2024-09-02
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-09-01
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-08-31
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,50.00/Kg,4500,Kirinyaga,2024-08-30
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,70.00/Kg,,Nairobi,2024-08-30
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-08-30
Eldoret Main,Dry Maize,White Maize,-,-,42.50/Kg,50.00/Kg,2000,Uasin-Gishu,2024-08-30
Ngurubani Market,Dry Maize,White Maize,-,-,25.00/Kg,30.00/Kg,5500,Kirinyaga,2024-08-30
Makutano Kirinyaga,Dry Maize,White Maize,-,-,24.44/Kg,30.00/Kg,9000,Kirinyaga,2024-08-30
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,70.00/Kg,,Nairobi,2024-08-29
Kutus,Dry Maize,White Maize,-,-,30.00/Kg,40.00/Kg,0,Kirinyaga,2024-08-29
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-08-29
Nyamakima,Dry Maize,Mixed-Traditional ,-,-,40.00/Kg,55.00/Kg,,Nairobi,2024-08-29
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-08-29
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,70.00/Kg,,Nairobi,2024-08-28
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,43.00/Kg,,Nairobi,2024-08-28
Makutano Kirinyaga,Dry Maize,White Maize,-,-,22.22/Kg,30.00/Kg,9000,Kirinyaga,2024-08-28
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,50.00/Kg,4500,Kirinyaga,2024-08-27
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,70.00/Kg,,Nairobi,2024-08-27
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-08-27
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-08-27
Gikomba,Dry Maize,White Maize,-,-,36.67/Kg,55.00/Kg,,Nairobi,2024-08-27
Eldoret Main,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,2000,Uasin-Gishu,2024-08-27
Ngurubani Market,Dry Maize,White Maize,-,-,20.00/Kg,30.00/Kg,8580,Kirinyaga,2024-08-27
Nyamakima,Dry Maize,Mixed-Traditional ,-,-,44.44/Kg,70.00/Kg,,Nairobi,2024-08-26
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-08-26
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-08-26
Nyamakima,Dry Maize,White Maize,-,-,76.00/Kg,110.00/Kg,,Nairobi,2024-08-26
Kagio,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,,Kirinyaga,2024-08-26
Kutus,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,2600,Kirinyaga,2024-08-26
Eldoret Main,Dry Maize,White Maize,-,-,42.50/Kg,50.00/Kg,5000,Uasin-Gishu,2024-08-26
Ngurubani Market,Dry Maize,White Maize,-,-,25.56/Kg,30.00/Kg,7500,Kirinyaga,2024-08-23
Makutano Kirinyaga,Dry Maize,White Maize,-,-,24.44/Kg,30.00/Kg,8500,Kirinyaga,2024-08-23
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-08-23
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,50.00/Kg,4500,Kirinyaga,2024-08-23
Nyamakima,Dry Maize,White Maize,-,-,40.00/Kg,70.00/Kg,,Nairobi,2024-08-22
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-08-22
Makutano Kirinyaga,Dry Maize,White Maize,-,-,32.22/Kg,35.00/Kg,8500,Kirinyaga,2024-08-22
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-08-21
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,70.00/Kg,,Nairobi,2024-08-21
Eldoret Main,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,6300,Uasin-Gishu,2024-08-21
Ngurubani Market,Dry Maize,White Maize,-,-,31.11/Kg,35.00/Kg,8500,Kirinyaga,2024-08-20
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,50.00/Kg,4500,Kirinyaga,2024-08-20
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,70.00/Kg,,Nairobi,2024-08-20
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-08-20
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-08-20
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-08-20
Eldoret Main,Dry Maize,White Maize,-,-,42.50/Kg,50.00/Kg,3000,Uasin-Gishu,2024-08-20
Nyamakima,Dry Maize,White Maize,-,-,40.00/Kg,68.00/Kg,,Nairobi,2024-08-19
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-08-19
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-08-19
Kutus,Dry Maize,White Maize,-,-,30.00/Kg,35.00/Kg,0,Kirinyaga,2024-08-19
Ngurubani Market,Dry Maize,White Maize,-,-,32.22/Kg,35.00/Kg,8200,Kirinyaga,2024-08-16
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,55.00/Kg,4500,Kirinyaga,2024-08-16
Eldoret Main,Dry Maize,White Maize,-,-,42.50/Kg,50.00/Kg,6300,Uasin-Gishu,2024-08-16
Kawangware,Dry Maize,White Maize,-,-,41.11/Kg, - ,,Nairobi,2024-08-16
Makutano Kirinyaga,Dry Maize,White Maize,-,-,31.11/Kg,35.00/Kg,9000,Kirinyaga,2024-08-16
Kutus,Dry Maize,White Maize,-,-,30.00/Kg,35.00/Kg,0,Kirinyaga,2024-08-15
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,70.00/Kg,,Nairobi,2024-08-15
Nyamakima,Dry Maize,White Maize,-,-,40.00/Kg,70.00/Kg,,Nairobi,2024-08-15
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-08-15
Kawangware,Dry Maize,White Maize,-,-,41.11/Kg, - ,,Nairobi,2024-08-15
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-08-14
Gikomba,Dry Maize,White Maize,-,-, - ,120.00/Kg,,Nairobi,2024-08-14
Makutano Kirinyaga,Dry Maize,White Maize,-,-,31.11/Kg,38.00/Kg,8200,Kirinyaga,2024-08-14
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,9000,Kirinyaga,2024-08-13
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,55.00/Kg,5000,Kirinyaga,2024-08-13
Eldoret Main,Dry Maize,White Maize,-,-,42.50/Kg,50.00/Kg,2000,Uasin-Gishu,2024-08-13
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,70.00/Kg,,Nairobi,2024-08-13
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-08-13
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-08-13
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg, - ,,Nairobi,2024-08-13
Nyamakima,Dry Maize,White Maize,-,-,40.00/Kg,70.00/Kg,,Nairobi,2024-08-12
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-08-12
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-08-12
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,70.00/Kg,,Nairobi,2024-08-12
Kutus,Dry Maize,White Maize,-,-,30.00/Kg,35.00/Kg,0,Kirinyaga,2024-08-12
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-08-12
Eldoret Main,Dry Maize,White Maize,-,-,42.50/Kg,50.00/Kg,6300,Uasin-Gishu,2024-08-12
Kawangware,Dry Maize,White Maize,-,-, - ,50.00/Kg,,Nairobi,2024-08-11
Kagio,Dry Maize,White Maize,-,-,50.00/Kg,70.00/Kg,,Kirinyaga,2024-08-10
Kawangware,Dry Maize,White Maize,-,-, - ,50.00/Kg,,Nairobi,2024-08-10
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,9000,Kirinyaga,2024-08-09
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-08-09
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-08-09
Nyamakima,Dry Maize,White Maize,-,-,40.00/Kg,70.00/Kg,,Nairobi,2024-08-09
Kawangware,Dry Maize,White Maize,-,-, - ,50.00/Kg,,Nairobi,2024-08-09
Kutus,Dry Maize,White Maize,-,-,30.00/Kg,35.00/Kg,0,Kirinyaga,2024-08-08
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,55.00/Kg,4500,Kirinyaga,2024-08-08
Kawangware,Dry Maize,White Maize,-,-, - ,50.00/Kg,,Nairobi,2024-08-08
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-08-08
Gikomba,Dry Maize,White Maize,-,-, - ,60.00/Kg,,Nairobi,2024-08-08
Eldoret Main,Dry Maize,White Maize,-,-,42.50/Kg,50.00/Kg,2000,Uasin-Gishu,2024-08-08
Makutano Kirinyaga,Dry Maize,White Maize,-,-,34.00/Kg,45.00/Kg,8000,Kirinyaga,2024-08-07
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-08-07
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-08-07
Nyamakima,Dry Maize,Mixed-Traditional ,-,-,44.44/Kg,70.00/Kg,,Nairobi,2024-08-07
Kawangware,Dry Maize,White Maize,-,-, - ,50.00/Kg,,Nairobi,2024-08-07
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,55.00/Kg,4500,Kirinyaga,2024-08-06
Nyamakima,Dry Maize,White Maize,-,-,40.00/Kg,70.00/Kg,,Nairobi,2024-08-06
Kawangware,Dry Maize,White Maize,-,-, - ,50.00/Kg,,Nairobi,2024-08-06
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,9500,Kirinyaga,2024-08-06
Kutus,Dry Maize,White Maize,-,-,30.00/Kg,35.00/Kg,0,Kirinyaga,2024-08-05
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-08-05
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-08-05
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,70.00/Kg,,Nairobi,2024-08-05
Kawangware,Dry Maize,White Maize,-,-, - ,50.00/Kg,,Nairobi,2024-08-05
Eldoret Main,Dry Maize,White Maize,-,-,42.50/Kg,50.00/Kg,3200,Uasin-Gishu,2024-08-05
Kawangware,Dry Maize,White Maize,-,-, - ,50.00/Kg,,Nairobi,2024-08-04
Kawangware,Dry Maize,White Maize,-,-, - ,50.00/Kg,,Nairobi,2024-08-03
Eldoret Main,Dry Maize,White Maize,-,-,42.50/Kg,50.00/Kg,3000,Uasin-Gishu,2024-08-02
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,70.00/Kg,,Nairobi,2024-08-02
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-08-02
Gikomba,Dry Maize,White Maize,-,-, - ,60.00/Kg,,Nairobi,2024-08-02
Kawangware,Dry Maize,White Maize,-,-, - ,50.00/Kg,,Nairobi,2024-08-02
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,8200,Kirinyaga,2024-08-02
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,8000,Kirinyaga,2024-08-02
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,55.00/Kg,4500,Kirinyaga,2024-08-01
Nyamakima,Dry Maize,White Maize,-,-,44.44/Kg,70.00/Kg,,Nairobi,2024-08-01
Kawangware,Dry Maize,White Maize,-,-, - ,50.00/Kg,,Nairobi,2024-08-01
Eldoret Main,Dry Maize,White Maize,-,-,42.50/Kg,50.00/Kg,2000,Uasin-Gishu,2024-08-01
Makutano Kirinyaga,Dry Maize,White Maize,-,-,32.22/Kg,40.00/Kg,8200,Kirinyaga,2024-08-01
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-07-31
Gikomba,Dry Maize,White Maize,-,-, - ,60.00/Kg,,Nairobi,2024-07-31
Nyamakima,Dry Maize,White Maize,-,-,40.00/Kg,70.00/Kg,,Nairobi,2024-07-31
Eldoret Main,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,2000,Uasin-Gishu,2024-07-31
Kawangware,Dry Maize,White Maize,-,-, - ,50.00/Kg,,Nairobi,2024-07-31
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,60.00/Kg,4500,Kirinyaga,2024-07-30
Kangemi Market,Dry Maize,White Maize,-,-,36.67/Kg,45.00/Kg,,Nairobi,2024-07-30
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-07-30
Gikomba,Dry Maize,White Maize,-,-, - ,60.00/Kg,,Nairobi,2024-07-30
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,8200,Kirinyaga,2024-07-30
Kawangware,Dry Maize,White Maize,-,-, - ,45.00/Kg,,Nairobi,2024-07-30
Eldoret Main,Dry Maize,White Maize,-,-,42.50/Kg,50.00/Kg,6300,Uasin-Gishu,2024-07-29
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-07-29
Gikomba,Dry Maize,White Maize,-,-, - ,60.00/Kg,,Nairobi,2024-07-29
Nyamakima,Dry Maize,White Maize,-,-,40.00/Kg,70.00/Kg,,Nairobi,2024-07-29
Kawangware,Dry Maize,White Maize,-,-, - ,45.00/Kg,,Nairobi,2024-07-29
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-07-27
Gikomba,Dry Maize,White Maize,-,-, - ,120.00/Kg,,Nairobi,2024-07-27
Kawangware,Dry Maize,White Maize,-,-, - ,45.00/Kg,,Nairobi,2024-07-27
Kerugoya,Dry Maize,White Maize,-,-,35.00/Kg,60.00/Kg,4500,Kirinyaga,2024-07-26
Ngurubani Market,Dry Maize,Yellow Maize,-,-,33.33/Kg,40.00/Kg,7500,Kirinyaga,2024-07-26
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-07-26
Nyamakima,Dry Maize,White Maize,-,-,40.00/Kg,70.00/Kg,,Nairobi,2024-07-26
Gikomba,Dry Maize,White Maize,-,-, - ,60.00/Kg,,Nairobi,2024-07-26
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,8000,Kirinyaga,2024-07-26
Kawangware,Dry Maize,White Maize,-,-,35.56/Kg, - ,,Nairobi,2024-07-26
Gikomba,Dry Maize,Yellow Maize,-,-, - ,90.00/Kg,,Nairobi,2024-07-25
Gikomba,Dry Maize,White Maize,-,-, - ,60.00/Kg,,Nairobi,2024-07-25
Kutus,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,0,Kirinyaga,2024-07-25
